Id,Home Ownership,Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Purpose,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default
1966,Home Mortgage,1497257.0,< 1 year,0.0,15.0,20.5,1144462.0,0.0,,0.0,debt consolidation,Long Term,666798.0,682974.0,14474.0,729.0,1
1967,Home Mortgage,1043651.0,10+ years,0.0,7.0,27.7,148302.0,1.0,46.0,1.0,debt consolidation,Short Term,223784.0,81966.0,4409.0,728.0,0
1968,Rent,1910070.0,3 years,0.0,8.0,7.4,367224.0,0.0,,0.0,major purchase,Short Term,265408.0,178562.0,9773.0,740.0,0
1969,Home Mortgage,1071030.0,4 years,0.0,16.0,13.0,493592.0,1.0,46.0,1.0,debt consolidation,Long Term,338228.0,215707.0,14994.0,725.0,0
1970,Rent,2069651.0,10+ years,0.0,12.0,14.5,197340.0,0.0,8.0,0.0,debt consolidation,Short Term,221892.0,98515.0,17937.0,728.0,0
1971,Rent,774516.0,3 years,0.0,5.0,10.5,239778.0,0.0,,0.0,debt consolidation,Long Term,269038.0,208544.0,11682.0,694.0,1
1972,Rent,818064.0,< 1 year,0.0,11.0,18.0,548680.0,0.0,7.0,0.0,debt consolidation,Long Term,330440.0,221768.0,15134.0,733.0,1
1973,Home Mortgage,,1 year,0.0,23.0,39.0,2592854.0,0.0,44.0,0.0,debt consolidation,Short Term,735460.0,936016.0,23714.0,,1
1974,Rent,1696320.0,< 1 year,0.0,16.0,21.9,983598.0,0.0,,0.0,debt consolidation,Short Term,518012.0,586131.0,25162.0,748.0,1
1975,Home Mortgage,1554200.0,10+ years,0.0,9.0,20.8,854128.0,0.0,,0.0,debt consolidation,Long Term,99999999.0,368828.0,20334.0,734.0,0
1976,Rent,918384.0,3 years,0.0,8.0,8.5,733326.0,0.0,42.0,0.0,other,Short Term,55396.0,400900.0,9643.0,707.0,0
1977,Home Mortgage,1442385.0,10+ years,0.0,15.0,23.6,378708.0,1.0,,1.0,debt consolidation,Long Term,393030.0,136059.0,11659.0,6620.0,1
1978,Home Mortgage,,3 years,0.0,11.0,13.4,189794.0,0.0,36.0,0.0,debt consolidation,Long Term,261646.0,157358.0,15682.0,,1
1979,Rent,402990.0,4 years,0.0,9.0,11.0,512028.0,0.0,,0.0,debt consolidation,Short Term,134992.0,180861.0,5272.0,738.0,1
1980,Rent,1343167.0,10+ years,0.0,15.0,10.5,417758.0,0.0,,0.0,debt consolidation,Short Term,222178.0,291156.0,16230.0,746.0,1
1981,Rent,764940.0,3 years,0.0,9.0,10.5,455862.0,0.0,,0.0,debt consolidation,Short Term,252428.0,175199.0,16000.0,716.0,0
1982,Rent,1140114.0,10+ years,0.0,5.0,17.8,503778.0,0.0,,0.0,debt consolidation,Short Term,396044.0,345895.0,9406.0,730.0,0
1983,Home Mortgage,2151541.0,10+ years,0.0,13.0,25.4,2318932.0,0.0,7.0,0.0,debt consolidation,Short Term,99999999.0,330448.0,15025.0,745.0,0
1984,Home Mortgage,8758449.0,10+ years,0.0,10.0,20.6,0.0,0.0,,0.0,home improvements,Short Term,99999999.0,2759503.0,12919.0,748.0,0
1985,Own Home,994517.0,10+ years,0.0,10.0,14.7,205964.0,0.0,47.0,0.0,debt consolidation,Long Term,237512.0,91067.0,19145.0,698.0,1
1986,Home Mortgage,1185543.0,10+ years,0.0,8.0,13.0,238854.0,0.0,51.0,0.0,debt consolidation,Long Term,226952.0,86640.0,4762.0,673.0,1
1987,Home Mortgage,2616908.0,10+ years,0.0,21.0,20.2,1266254.0,0.0,80.0,0.0,debt consolidation,Short Term,216436.0,804878.0,27478.0,716.0,0
1988,Rent,593408.0,4 years,0.0,5.0,13.6,287408.0,0.0,,0.0,debt consolidation,Short Term,193248.0,84398.0,6082.0,748.0,0
1989,Rent,2074952.0,10+ years,0.0,12.0,28.4,729454.0,0.0,,0.0,debt consolidation,Short Term,524194.0,398145.0,44785.0,730.0,1
1990,Home Mortgage,1620662.0,10+ years,0.0,15.0,23.0,1313862.0,0.0,,0.0,debt consolidation,Long Term,772706.0,512886.0,30792.0,729.0,0
1991,Rent,806797.0,2 years,0.0,17.0,15.2,962500.0,0.0,,0.0,debt consolidation,Short Term,260700.0,371564.0,16068.0,744.0,1
1992,Own Home,1443240.0,10+ years,0.0,6.0,10.4,400796.0,0.0,,0.0,business loan,Long Term,523622.0,197999.0,3608.0,644.0,1
1993,Home Mortgage,868509.0,6 years,0.0,7.0,36.4,185460.0,1.0,18.0,1.0,debt consolidation,Short Term,223476.0,121087.0,12376.0,743.0,0
1994,Home Mortgage,1539608.0,10+ years,0.0,8.0,41.6,655380.0,0.0,,0.0,debt consolidation,Short Term,445676.0,526965.0,31049.0,749.0,1
1995,Rent,609938.0,1 year,0.0,9.0,16.1,273768.0,0.0,,0.0,medical bills,Short Term,119174.0,211850.0,10181.0,7130.0,1
1996,Rent,,7 years,0.0,4.0,35.2,276936.0,0.0,,0.0,business loan,Short Term,393756.0,151145.0,4087.0,,0
1997,Rent,619666.0,2 years,0.0,9.0,17.0,477884.0,0.0,,0.0,debt consolidation,Short Term,199298.0,192755.0,13219.0,738.0,0
1998,Home Mortgage,1253278.0,7 years,0.0,13.0,12.8,517506.0,0.0,74.0,0.0,debt consolidation,Short Term,263692.0,335654.0,17023.0,709.0,0
1999,Home Mortgage,860890.0,10+ years,0.0,7.0,12.0,790790.0,0.0,46.0,0.0,debt consolidation,Long Term,433400.0,303905.0,8250.0,697.0,0
2000,Home Mortgage,1506472.0,10+ years,0.0,12.0,14.5,491150.0,0.0,,0.0,home improvements,Long Term,601260.0,118769.0,22471.0,7230.0,1
2001,Home Mortgage,443859.0,4 years,0.0,7.0,15.2,310530.0,0.0,45.0,0.0,debt consolidation,Short Term,148038.0,148580.0,4291.0,726.0,0
2002,Home Mortgage,,10+ years,0.0,24.0,18.5,4428138.0,0.0,,0.0,debt consolidation,Short Term,397078.0,1587089.0,40865.0,,0
2003,Rent,899023.0,6 years,0.0,8.0,18.5,393360.0,0.0,,0.0,debt consolidation,Long Term,205634.0,242554.0,11193.0,727.0,0
2004,Home Mortgage,1965873.0,10+ years,0.0,5.0,19.6,700216.0,0.0,14.0,0.0,debt consolidation,Short Term,433576.0,298148.0,8011.0,748.0,0
2005,Rent,902728.0,4 years,0.0,8.0,10.0,177914.0,0.0,,0.0,business loan,Short Term,99999999.0,86203.0,13992.0,708.0,0
2006,Rent,675906.0,1 year,0.0,21.0,11.9,463364.0,0.0,28.0,0.0,debt consolidation,Short Term,168828.0,162868.0,13462.0,680.0,0
2007,Home Mortgage,3472668.0,2 years,0.0,4.0,31.0,290246.0,0.0,22.0,0.0,debt consolidation,Long Term,781858.0,182229.0,10534.0,738.0,0
2008,Home Mortgage,3069488.0,10+ years,0.0,11.0,16.7,1163734.0,0.0,,0.0,debt consolidation,Long Term,533126.0,631161.0,27370.0,744.0,0
2009,Own Home,248577.0,3 years,0.0,8.0,12.9,283404.0,0.0,,0.0,debt consolidation,Short Term,140030.0,106723.0,3211.0,746.0,0
2010,Rent,664316.0,1 year,0.0,12.0,13.0,232386.0,0.0,10.0,0.0,debt consolidation,Short Term,156530.0,82289.0,5331.0,7380.0,1
2011,Home Mortgage,1312843.0,,0.0,8.0,46.5,3305478.0,0.0,,0.0,debt consolidation,Short Term,152020.0,496717.0,9452.0,751.0,0
2012,Rent,543115.0,10+ years,0.0,8.0,13.0,164692.0,0.0,,0.0,debt consolidation,Short Term,113850.0,107255.0,9007.0,7060.0,1
2013,Rent,818862.0,4 years,0.0,9.0,19.4,170390.0,0.0,7.0,0.0,home improvements,Short Term,184448.0,92701.0,22110.0,716.0,0
2014,Home Mortgage,1809598.0,6 years,0.0,15.0,12.2,757966.0,0.0,,0.0,debt consolidation,Long Term,545666.0,270997.0,23449.0,722.0,1
2015,Own Home,829312.0,3 years,0.0,10.0,28.7,726594.0,0.0,,0.0,debt consolidation,Long Term,218240.0,180101.0,23843.0,7370.0,1
2016,Rent,774288.0,< 1 year,0.0,6.0,8.9,152504.0,0.0,,0.0,debt consolidation,Short Term,224136.0,85348.0,4362.0,707.0,0
2017,Rent,864842.0,2 years,0.0,6.0,11.4,388498.0,0.0,,0.0,debt consolidation,Short Term,178024.0,146623.0,4649.0,712.0,0
2018,Rent,,< 1 year,0.0,7.0,21.7,594726.0,0.0,,0.0,debt consolidation,Long Term,282172.0,5130.0,11887.0,,0
2019,Rent,817190.0,,0.0,14.0,34.5,1101276.0,0.0,,0.0,debt consolidation,Long Term,375804.0,262504.0,12871.0,739.0,1
2020,Rent,748980.0,5 years,0.0,8.0,12.5,472120.0,0.0,27.0,0.0,debt consolidation,Short Term,216810.0,178600.0,9487.0,730.0,0
2021,Rent,772046.0,10+ years,0.0,18.0,16.7,747670.0,0.0,52.0,0.0,debt consolidation,Long Term,397298.0,264746.0,22325.0,708.0,1
2022,Rent,615581.0,< 1 year,0.0,14.0,13.7,278608.0,0.0,38.0,0.0,other,Short Term,43208.0,195871.0,14415.0,693.0,0
2023,Rent,1342825.0,10+ years,0.0,12.0,16.3,57562560.0,0.0,,0.0,other,Short Term,166826.0,944547.0,9176.0,749.0,0
2024,Rent,463562.0,< 1 year,0.0,9.0,11.4,272866.0,0.0,,0.0,buy a car,Short Term,85888.0,129371.0,4442.0,748.0,1
2025,Rent,862619.0,5 years,0.0,9.0,11.4,173360.0,0.0,70.0,0.0,debt consolidation,Short Term,99999999.0,56582.0,15168.0,735.0,0
2026,Home Mortgage,1908550.0,10+ years,0.0,14.0,20.5,1450240.0,0.0,,0.0,debt consolidation,Long Term,331496.0,557346.0,27181.0,702.0,0
2027,Home Mortgage,,6 years,0.0,14.0,17.4,305536.0,1.0,,1.0,debt consolidation,Short Term,246048.0,153311.0,20562.0,,0
2028,Home Mortgage,2650709.0,6 years,0.0,13.0,24.5,3187602.0,0.0,,0.0,home improvements,Long Term,99999999.0,597379.0,46167.0,742.0,0
2029,Home Mortgage,1428420.0,8 years,0.0,16.0,17.7,866382.0,0.0,16.0,0.0,debt consolidation,Short Term,99999999.0,417525.0,29878.0,741.0,0
2030,Rent,893950.0,< 1 year,0.0,10.0,20.2,477136.0,0.0,25.0,0.0,debt consolidation,Short Term,107822.0,170183.0,10206.0,711.0,1
2031,Own Home,291745.0,< 1 year,0.0,3.0,12.5,45474.0,0.0,35.0,0.0,debt consolidation,Short Term,51964.0,14535.0,7902.0,707.0,0
2032,Own Home,2309868.0,5 years,0.0,7.0,7.9,710270.0,0.0,,0.0,take a trip,Long Term,609576.0,167466.0,21944.0,647.0,1
2033,Home Mortgage,1536036.0,10+ years,0.0,12.0,20.7,837034.0,0.0,7.0,0.0,debt consolidation,Long Term,433796.0,606499.0,38913.0,716.0,0
2034,Home Mortgage,2477087.0,2 years,0.0,19.0,41.8,2071146.0,0.0,,0.0,debt consolidation,Short Term,557766.0,1214537.0,43555.0,750.0,0
2035,Home Mortgage,2296644.0,10+ years,0.0,16.0,25.9,1900602.0,0.0,,0.0,debt consolidation,Short Term,620488.0,761634.0,19522.0,746.0,0
2036,Home Mortgage,1172984.0,4 years,0.0,6.0,24.2,9094184.0,0.0,,0.0,business loan,Long Term,335324.0,1413733.0,8709.0,748.0,0
2037,Rent,,1 year,0.0,13.0,12.7,342650.0,0.0,,0.0,debt consolidation,Short Term,175802.0,202711.0,11915.0,,0
2038,Home Mortgage,1215126.0,10+ years,0.0,11.0,18.1,425172.0,0.0,37.0,0.0,other,Short Term,107404.0,175522.0,11848.0,691.0,1
2039,Home Mortgage,675792.0,6 years,0.0,7.0,15.0,161084.0,0.0,72.0,0.0,home improvements,Short Term,99999999.0,28101.0,2253.0,730.0,0
2040,Rent,,,0.0,9.0,22.3,580602.0,0.0,9.0,0.0,debt consolidation,Long Term,342892.0,309890.0,10057.0,,1
2041,Own Home,578835.0,7 years,0.0,11.0,18.7,997414.0,0.0,,0.0,debt consolidation,Short Term,234586.0,174857.0,9792.0,747.0,0
2042,Home Mortgage,2257884.0,10+ years,0.0,16.0,46.0,1235388.0,0.0,,0.0,debt consolidation,Short Term,99999999.0,691372.0,39325.0,738.0,0
2043,Rent,1102722.0,10+ years,0.0,6.0,20.8,214016.0,0.0,11.0,0.0,debt consolidation,Short Term,99999999.0,103322.0,23433.0,734.0,0
2044,Home Mortgage,1746765.0,10+ years,0.0,11.0,22.5,831292.0,0.0,14.0,0.0,debt consolidation,Short Term,269676.0,320929.0,18778.0,746.0,0
2045,Home Mortgage,,2 years,0.0,11.0,16.9,644358.0,0.0,,0.0,debt consolidation,Long Term,700194.0,433504.0,28100.0,,1
2046,Home Mortgage,1883280.0,,0.0,16.0,41.0,1281742.0,0.0,,0.0,business loan,Short Term,216964.0,708453.0,36881.0,715.0,0
2047,Home Mortgage,939759.0,2 years,0.0,16.0,16.8,199760.0,1.0,,1.0,debt consolidation,Short Term,182094.0,112822.0,27409.0,721.0,1
2048,Rent,756200.0,1 year,0.0,3.0,10.0,118272.0,0.0,,0.0,other,Short Term,242990.0,80180.0,5539.0,731.0,1
2049,Rent,2940288.0,10+ years,0.0,12.0,30.0,1685002.0,0.0,,0.0,debt consolidation,Short Term,99999999.0,609748.0,28423.0,750.0,0
2050,Home Mortgage,1638902.0,8 years,0.0,11.0,15.6,617826.0,0.0,59.0,0.0,debt consolidation,Short Term,433752.0,328149.0,9410.0,746.0,0
2051,Home Mortgage,1336650.0,< 1 year,0.0,15.0,21.6,349624.0,0.0,,0.0,debt consolidation,Short Term,524678.0,137693.0,23391.0,747.0,0
2052,Rent,,< 1 year,0.0,14.0,14.4,476674.0,0.0,,0.0,debt consolidation,Long Term,329472.0,228076.0,19504.0,,0
2053,Rent,1079865.0,1 year,0.0,12.0,14.2,487014.0,1.0,,1.0,debt consolidation,Short Term,263230.0,134159.0,8225.0,712.0,0
2054,Rent,,8 years,0.0,5.0,9.7,204182.0,0.0,,0.0,debt consolidation,Short Term,180202.0,104747.0,14280.0,,0
2055,Home Mortgage,3412134.0,10+ years,0.0,11.0,19.8,919380.0,0.0,8.0,0.0,debt consolidation,Short Term,768240.0,809894.0,35827.0,715.0,0
2056,Rent,1204201.0,2 years,0.0,14.0,10.0,473506.0,0.0,,0.0,debt consolidation,Short Term,178574.0,340233.0,28600.0,739.0,0
2057,Rent,1021174.0,1 year,0.0,8.0,17.5,608762.0,0.0,,0.0,debt consolidation,Short Term,81686.0,243428.0,10867.0,749.0,0
2058,Home Mortgage,1029686.0,,0.0,10.0,19.5,467962.0,1.0,,1.0,home improvements,Short Term,209748.0,107901.0,25227.0,745.0,1
2059,Own Home,951520.0,7 years,0.0,14.0,14.0,718806.0,0.0,29.0,0.0,debt consolidation,Short Term,110176.0,54017.0,7430.0,745.0,0
2060,Home Mortgage,1844349.0,6 years,0.0,14.0,22.5,1550230.0,0.0,,0.0,debt consolidation,Long Term,786786.0,495368.0,13433.0,725.0,1
2061,Own Home,833910.0,1 year,0.0,9.0,6.8,410058.0,0.0,,0.0,debt consolidation,Short Term,99999999.0,217436.0,20083.0,744.0,0
2062,Home Mortgage,3544526.0,< 1 year,0.0,10.0,21.4,982828.0,0.0,9.0,0.0,debt consolidation,Short Term,665544.0,652726.0,57598.0,719.0,0
2063,Home Mortgage,1456939.0,10+ years,0.0,11.0,18.0,2088834.0,0.0,34.0,0.0,debt consolidation,Long Term,99999999.0,1008425.0,43465.0,725.0,0
2064,Home Mortgage,,10+ years,0.0,17.0,21.1,1540594.0,0.0,70.0,0.0,debt consolidation,Short Term,756910.0,1170837.0,83458.0,,0
2065,Own Home,777708.0,10+ years,0.0,5.0,41.3,237688.0,0.0,,0.0,other,Short Term,218042.0,194180.0,6235.0,7310.0,1
2066,Rent,1532160.0,6 years,0.0,9.0,15.6,179520.0,0.0,23.0,0.0,debt consolidation,Short Term,354816.0,70072.0,29111.0,744.0,0
2067,Rent,868851.0,10+ years,0.0,10.0,37.6,291742.0,1.0,,1.0,other,Short Term,218702.0,113392.0,20925.0,714.0,0
2068,Rent,1838421.0,2 years,0.0,5.0,14.4,1887204.0,0.0,26.0,0.0,debt consolidation,Short Term,103048.0,1201218.0,7798.0,741.0,0
2069,Rent,1151058.0,3 years,0.0,12.0,17.5,439274.0,0.0,80.0,0.0,buy a car,Long Term,319880.0,117990.0,14292.0,695.0,1
2070,Own Home,776112.0,4 years,0.0,2.0,12.6,181610.0,0.0,47.0,0.0,medical bills,Short Term,297550.0,17575.0,284.0,704.0,0
2071,Rent,650978.0,4 years,0.0,20.0,15.8,469766.0,0.0,,0.0,other,Short Term,107668.0,226385.0,11435.0,749.0,1
2072,Own Home,1688891.0,10+ years,0.0,20.0,21.4,1688588.0,0.0,75.0,0.0,debt consolidation,Short Term,311102.0,348536.0,34341.0,746.0,1
2073,Rent,1749064.0,2 years,0.0,12.0,10.2,507540.0,0.0,,0.0,debt consolidation,Long Term,667656.0,283594.0,30608.0,704.0,1
2074,Rent,466602.0,,0.0,9.0,23.4,198770.0,0.0,,0.0,debt consolidation,Short Term,129668.0,129789.0,10887.0,744.0,1
2075,Rent,1216475.0,3 years,0.0,7.0,25.0,357280.0,0.0,,0.0,debt consolidation,Short Term,379236.0,181735.0,34872.0,7360.0,1
2076,Rent,680561.0,10+ years,0.0,11.0,15.4,423148.0,0.0,,0.0,debt consolidation,Short Term,112574.0,90269.0,8224.0,746.0,0
2077,Rent,,,0.0,7.0,7.1,310970.0,0.0,,0.0,debt consolidation,Short Term,72732.0,146623.0,6813.0,,1
2078,Own Home,1920140.0,< 1 year,0.0,11.0,14.3,524810.0,0.0,17.0,0.0,debt consolidation,Short Term,379632.0,333146.0,19201.0,742.0,0
2079,Rent,,10+ years,0.0,6.0,14.1,383922.0,0.0,,0.0,debt consolidation,Short Term,374088.0,314317.0,10020.0,,1
2080,Own Home,,2 years,0.0,14.0,20.0,501512.0,0.0,,0.0,debt consolidation,Long Term,640354.0,328320.0,19650.0,,0
2081,Home Mortgage,1960648.0,10+ years,0.0,4.0,17.3,0.0,0.0,42.0,0.0,debt consolidation,Long Term,593406.0,659471.0,24672.0,718.0,0
2082,Rent,1179786.0,9 years,0.0,10.0,9.1,282590.0,0.0,,0.0,debt consolidation,Short Term,218922.0,196213.0,8435.0,725.0,0
2083,Home Mortgage,1640517.0,10+ years,0.0,11.0,19.2,571846.0,0.0,74.0,0.0,debt consolidation,Long Term,446952.0,343729.0,26112.0,731.0,0
2084,Rent,1737873.0,2 years,0.0,9.0,24.6,584012.0,0.0,9.0,0.0,debt consolidation,Long Term,782562.0,239571.0,33020.0,660.0,0
2085,Home Mortgage,1161432.0,4 years,0.0,12.0,10.2,476476.0,0.0,,0.0,home improvements,Long Term,537922.0,97109.0,13356.0,735.0,0
2086,Rent,566238.0,< 1 year,0.0,18.0,11.8,37158.0,0.0,41.0,0.0,buy a car,Short Term,99999999.0,29583.0,7399.0,739.0,0
2087,Rent,,3 years,0.0,12.0,12.9,312180.0,0.0,,0.0,debt consolidation,Short Term,275176.0,174420.0,17843.0,,0
2088,Rent,468502.0,2 years,0.0,10.0,11.8,382294.0,0.0,,0.0,debt consolidation,Short Term,169246.0,75278.0,3076.0,732.0,0
2089,Rent,683639.0,3 years,0.0,17.0,15.8,1178386.0,0.0,,0.0,debt consolidation,Short Term,215292.0,389766.0,16464.0,740.0,0
2090,Rent,777024.0,2 years,0.0,6.0,17.4,299002.0,0.0,25.0,0.0,debt consolidation,Short Term,224928.0,228798.0,10166.0,727.0,0
2091,Rent,,2 years,0.0,7.0,9.5,301158.0,0.0,37.0,0.0,debt consolidation,Short Term,142912.0,123291.0,6148.0,,1
2092,Rent,1746328.0,2 years,0.0,20.0,19.8,874324.0,0.0,,0.0,debt consolidation,Long Term,434852.0,667489.0,37255.0,704.0,1
2093,Own Home,699656.0,,0.0,9.0,22.0,669966.0,0.0,78.0,0.0,debt consolidation,Long Term,324060.0,247646.0,15509.0,683.0,0
2094,Home Mortgage,1464235.0,10+ years,0.0,18.0,17.6,581724.0,0.0,14.0,0.0,debt consolidation,Long Term,321926.0,355186.0,25868.0,673.0,0
2095,Rent,455544.0,1 year,0.0,4.0,4.8,140646.0,0.0,,0.0,debt consolidation,Short Term,131868.0,67526.0,8390.0,747.0,1
2096,Home Mortgage,902652.0,5 years,0.0,9.0,20.8,279488.0,0.0,43.0,0.0,wedding,Short Term,111188.0,167751.0,10719.0,744.0,0
2097,Home Mortgage,1119708.0,2 years,0.0,16.0,11.4,412742.0,0.0,,0.0,debt consolidation,Short Term,259292.0,245955.0,14836.0,738.0,0
2098,Rent,1556898.0,10+ years,0.0,14.0,21.5,889856.0,0.0,29.0,0.0,debt consolidation,Short Term,321926.0,431908.0,24521.0,746.0,0
2099,Home Mortgage,,6 years,0.0,21.0,16.8,1042162.0,0.0,,0.0,debt consolidation,Short Term,396638.0,449122.0,27729.0,,0
2100,Home Mortgage,1733940.0,3 years,0.0,12.0,15.0,265430.0,1.0,,1.0,debt consolidation,Short Term,401544.0,179246.0,19651.0,724.0,0
2101,Home Mortgage,1793277.0,4 years,0.0,20.0,15.1,2653816.0,0.0,,0.0,debt consolidation,Short Term,625240.0,501923.0,30037.0,742.0,1
2102,Home Mortgage,1312672.0,10+ years,0.0,9.0,43.4,438350.0,3.0,46.0,0.0,debt consolidation,Short Term,99999999.0,86697.0,14221.0,742.0,0
2103,Home Mortgage,1114806.0,6 years,0.0,7.0,17.5,391842.0,0.0,,0.0,debt consolidation,Short Term,240944.0,126559.0,9346.0,750.0,0
2104,Rent,,2 years,0.0,9.0,22.2,694166.0,0.0,78.0,0.0,debt consolidation,Short Term,285230.0,206834.0,10523.0,,0
2105,Rent,2292768.0,5 years,0.0,7.0,7.6,1035782.0,0.0,,0.0,debt consolidation,Short Term,318582.0,193230.0,15495.0,751.0,0
2106,Home Mortgage,1011028.0,7 years,0.0,7.0,16.6,537988.0,0.0,,0.0,debt consolidation,Short Term,99999999.0,352659.0,23085.0,729.0,0
2107,Home Mortgage,964744.0,10+ years,0.0,9.0,25.0,258258.0,0.0,41.0,0.0,debt consolidation,Short Term,131428.0,141189.0,13908.0,737.0,0
2108,Home Mortgage,1850258.0,< 1 year,0.0,18.0,11.9,776974.0,0.0,,0.0,debt consolidation,Long Term,410630.0,134881.0,15388.0,727.0,0
2109,Home Mortgage,1530792.0,7 years,0.0,13.0,31.3,1952126.0,0.0,,0.0,debt consolidation,Short Term,553916.0,407987.0,9287.0,748.0,0
2110,Rent,1346663.0,10+ years,0.0,10.0,14.5,385484.0,0.0,19.0,0.0,debt consolidation,Long Term,532752.0,241034.0,21995.0,663.0,0
2111,Rent,1158696.0,3 years,0.0,16.0,16.5,1263284.0,0.0,8.0,0.0,other,Long Term,177936.0,328396.0,21243.0,662.0,0
2112,Home Mortgage,1750375.0,10+ years,0.0,13.0,17.5,1269950.0,0.0,5.0,0.0,debt consolidation,Long Term,618332.0,592249.0,19254.0,701.0,0
2113,Rent,821864.0,10+ years,0.0,8.0,10.5,90860.0,0.0,,0.0,debt consolidation,Short Term,75702.0,64657.0,11917.0,717.0,1
2114,Own Home,1341571.0,10+ years,0.0,15.0,17.5,1888920.0,0.0,,0.0,debt consolidation,Short Term,532598.0,631332.0,25490.0,746.0,0
2115,Rent,585751.0,< 1 year,0.0,10.0,12.6,422642.0,0.0,,0.0,debt consolidation,Short Term,175054.0,177384.0,14287.0,747.0,0
2116,Home Mortgage,1133388.0,2 years,0.0,8.0,14.6,194964.0,1.0,,1.0,debt consolidation,Short Term,99999999.0,49001.0,7329.0,746.0,0
2117,Home Mortgage,860567.0,2 years,0.0,8.0,11.1,530706.0,0.0,46.0,0.0,debt consolidation,Short Term,99999999.0,109991.0,3672.0,751.0,0
2118,Rent,879073.0,2 years,1.0,5.0,15.7,55330.0,2.0,37.0,0.0,other,Short Term,110638.0,27037.0,5795.0,722.0,1
2119,Home Mortgage,3370068.0,6 years,1.0,15.0,21.5,828938.0,1.0,14.0,0.0,debt consolidation,Short Term,99999999.0,362957.0,58695.0,739.0,0
2120,Rent,1417172.0,10+ years,0.0,7.0,25.5,275858.0,0.0,59.0,0.0,debt consolidation,Short Term,144408.0,151278.0,9885.0,748.0,0
2121,Home Mortgage,911639.0,2 years,0.0,10.0,20.9,417604.0,1.0,,1.0,home improvements,Short Term,323136.0,131993.0,7141.0,748.0,0
2122,Rent,,1 year,0.0,5.0,13.8,154572.0,0.0,,0.0,debt consolidation,Short Term,143440.0,81833.0,9521.0,,0
2123,Rent,1401782.0,10+ years,0.0,17.0,19.9,607178.0,1.0,11.0,1.0,debt consolidation,Long Term,351670.0,175142.0,26167.0,732.0,0
2124,Rent,1796697.0,10+ years,0.0,13.0,14.8,1099846.0,0.0,,0.0,debt consolidation,Short Term,437976.0,656355.0,32940.0,736.0,0
2125,Home Mortgage,901702.0,10+ years,0.0,8.0,26.5,417010.0,0.0,,0.0,other,Short Term,110748.0,210691.0,8341.0,738.0,1
2126,Home Mortgage,1022010.0,3 years,0.0,10.0,27.0,879582.0,0.0,55.0,0.0,debt consolidation,Long Term,401280.0,489953.0,18311.0,647.0,1
2127,Rent,,3 years,0.0,8.0,10.0,315238.0,0.0,,0.0,debt consolidation,Short Term,249986.0,257564.0,15745.0,,0
2128,Home Mortgage,879510.0,6 years,0.0,18.0,15.9,843128.0,0.0,,0.0,debt consolidation,Long Term,442772.0,310916.0,18396.0,716.0,1
2129,Home Mortgage,2235996.0,10+ years,0.0,17.0,31.6,966768.0,1.0,,1.0,debt consolidation,Short Term,755150.0,388246.0,33167.0,7030.0,1
2130,Rent,1305927.0,10+ years,0.0,8.0,25.9,129624.0,0.0,,0.0,debt consolidation,Short Term,595672.0,108148.0,13603.0,685.0,0
2131,Rent,1822708.0,3 years,0.0,12.0,17.1,672232.0,0.0,,0.0,debt consolidation,Long Term,99999999.0,456912.0,24910.0,734.0,0
2132,Rent,,,0.0,5.0,22.0,317856.0,1.0,,1.0,debt consolidation,Short Term,132528.0,131499.0,8885.0,,0
2133,Rent,1415367.0,3 years,0.0,7.0,11.5,816750.0,0.0,,0.0,debt consolidation,Short Term,119526.0,117800.0,14861.0,725.0,1
2134,Rent,760760.0,5 years,0.0,9.0,17.1,495550.0,0.0,,0.0,debt consolidation,Short Term,220220.0,366757.0,12362.0,730.0,0
2135,Rent,443935.0,,0.0,6.0,11.1,407528.0,0.0,,0.0,debt consolidation,Short Term,106656.0,51395.0,1402.0,749.0,0
2136,Rent,,10+ years,0.0,8.0,8.7,256872.0,0.0,,0.0,debt consolidation,Long Term,153758.0,136002.0,13886.0,,1
2137,Rent,,8 years,0.0,8.0,12.0,387992.0,0.0,,0.0,debt consolidation,Short Term,253506.0,236246.0,6597.0,,0
2138,Rent,,,0.0,11.0,14.3,181104.0,1.0,,1.0,debt consolidation,Short Term,80674.0,67716.0,12797.0,,0
2139,Rent,996303.0,6 years,0.0,8.0,16.3,723404.0,0.0,,0.0,debt consolidation,Short Term,199672.0,542906.0,20673.0,713.0,0
2140,Rent,,3 years,0.0,13.0,8.7,621632.0,0.0,,0.0,debt consolidation,Short Term,232980.0,178239.0,12217.0,,0
2141,Home Mortgage,993928.0,5 years,0.0,10.0,15.0,860706.0,0.0,,0.0,debt consolidation,Short Term,365706.0,617709.0,11513.0,743.0,0
2142,Home Mortgage,1210889.0,3 years,0.0,13.0,21.0,582846.0,0.0,46.0,0.0,debt consolidation,Long Term,525778.0,361931.0,16145.0,734.0,0
2143,Home Mortgage,,10+ years,0.0,11.0,27.8,499752.0,0.0,,0.0,other,Long Term,268180.0,239970.0,9030.0,,1
2144,Home Mortgage,622364.0,1 year,0.0,7.0,10.3,322982.0,0.0,18.0,0.0,debt consolidation,Short Term,174702.0,179360.0,9595.0,748.0,0
